"RID","Easy_Reservation","Preferred_Seats","Flight_Options","Ticket_Prices","Seat_Comfort","Seat_Roominess","Overhead_Storage","Clean_Aircraft","Courtesy","Friendliness","Helpfulness","Service","Satisfaction","Recommend","Language","Smoker","Employment","Education","Marital","Sex","Age","Income","FlyAgain","FlyAgain2","Easy_Reservation.1","Preferred_Seats.1","Flight_Options.1","Ticket_Prices.1","Seat_Comfort.1","Seat_Roominess.1","Overhead_Storage.1","Clean_Aircraft.1","Courtesy.1","Friendliness.1","Helpfulness.1","Service.1"
1675,9,9,8,9,9,9,9,9,8,9,9,9,9,9,"English","Yes",NA,"trades certificate","Living common law","Male","55 to 64",NA,1,"Yes","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
1676,9,6,9,8,8,9,7,9,9,9,9,9,8,9,"English","Yes","Employed part-time","No certificate, diploma or degree","Married",NA,"25 to 34","$30000 to $39999",1,"Yes","Strongly Agree","6","Strongly Agree","8","8","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1677,8,9,9,8,8,6,8,6,9,8,8,7,7,9,"French","No","Employed part-time","College diploma",NA,"Female",NA,"$80000 to $89999",1,"Yes","8","Strongly Agree","Strongly Agree","8","8","6","8","6","Strongly Agree","8","8","7"
1678,7,5,6,8,5,2,6,6,9,9,7,9,6,7,"Spanish","No","Not employed","trades certificate","Married","Female","65 to 74","$70000 to $79999",0,"No","7","5","6","8","5","2","6","6","Strongly Agree","Strongly Agree","7","Strongly Agree"
1679,9,7,5,5,7,9,8,9,7,9,8,8,8,4,"English","No","Employed part-time","High school diploma or certificate","Married",NA,"65 to 74","$40000 to $49999",0,"No","Strongly Agree","7","5","5","7","Strongly Agree","8","Strongly Agree","7","Strongly Agree","8","8"
1680,9,6,6,7,9,7,7,7,9,9,9,9,9,5,NA,"No","Fully employed","University certificate below bachelor level","Single, never married, not living with a life partner","Male","45 to 54","$40000 to $49999",0,"No","Strongly Agree","6","6","7","Strongly Agree","7","7","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1681,9,9,6,6,9,8,7,9,9,9,7,7,9,6,"English","No","Employed part-time","University certificate above bachelor's degree","Living common law","Female","24 or younger","$100000 to $149999",1,"Yes","Strongly Agree","Strongly Agree","6","6","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","7","7"
1682,9,9,7,9,8,9,7,8,9,8,7,9,9,9,"English","No","Not employed","High school diploma or certificate","Married","Male","65 to 74","$150,000 to $174,999",1,"Yes","Strongly Agree","Strongly Agree","7","Strongly Agree","8","Strongly Agree","7","8","Strongly Agree","8","7","Strongly Agree"
1683,8,5,9,5,9,9,9,9,9,9,9,9,7,8,"Spanish","No","Employed part-time","No certificate, diploma or degree","Married","Female",NA,"$30000 to $39999",1,"Yes","8","5","Strongly Agree","5","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1684,9,8,8,6,5,9,7,9,9,7,8,9,9,8,"French","No","Fully employed","Bachelor's degree","Married","Male","85 to 94","$40000 to $49999",0,"No","Strongly Agree","8","8","6","5","Strongly Agree","7","Strongly Agree","Strongly Agree","7","8","Strongly Agree"
1685,9,8,9,6,9,9,5,9,7,9,9,9,8,7,"English","No","Not employed",NA,"Married","Male","35 to 44","$20000 to $29999",0,"No","Strongly Agree","8","Strongly Agree","6","Strongly Agree","Strongly Agree","5","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree"
1686,9,9,7,5,8,7,5,9,8,9,9,9,9,9,"English","Yes","Not employed","Bachelor's degree","Married","Male","75 to 84","$100000 to $149999",1,"Yes","Strongly Agree","Strongly Agree","7","5","8","7","5","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
1687,9,8,7,8,9,9,9,9,9,9,9,9,9,9,"French","No","Employed part-time","No certificate, diploma or degree","Living common law","Male","25 to 34","$30000 to $39999",1,"Yes","Strongly Agree","8","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1688,9,9,7,6,9,8,7,9,9,9,9,9,9,4,"Spanish","Yes","Not employed","No certificate, diploma or degree","Married",NA,"24 or younger","$20000 to $29999",1,"Yes","Strongly Agree","Strongly Agree","7","6","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1689,9,6,3,6,9,8,9,9,7,8,9,9,9,7,"English","No","Employed part-time","No certificate, diploma or degree","Married","Male","45 to 54","$20000 to $29999",0,"No","Strongly Agree","6","3","6","Strongly Agree","8","Strongly Agree","Strongly Agree","7","8","Strongly Agree","Strongly Agree"
1690,8,9,8,8,9,9,9,9,7,9,9,9,7,9,"French","No","Not employed","High school diploma or certificate","Living common law","Male","24 or younger","$30000 to $39999",1,"Yes","8","Strongly Agree","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree"
1691,9,6,7,9,9,9,9,9,9,7,8,7,9,9,"French",NA,"Fully employed","trades certificate","Married",NA,"45 to 54","$40000 to $49999",1,"Yes","Strongly Agree","6","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","8","7"
1692,8,9,5,8,9,9,9,9,9,9,9,9,9,7,"English","No","Not employed","High school diploma or certificate","Single, never married, not living with a life partner","Female","65 to 74","$60000 to $69999",1,"Yes","8","Strongly Agree","5","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1693,8,7,7,3,9,9,9,8,9,8,8,9,7,9,"English","No","Fully employed","College diploma","Single, never married, not living with a life partner","Female","45 to 54","$50000 to $59999",0,"No","8","7","7","3","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","8","8","Strongly Agree"
1694,6,7,6,5,9,8,7,8,4,9,6,7,7,5,NA,"No","Not employed","College diploma","Separated, not living with a life partner","Male","85 to 94",NA,0,"No","6","7","6","5","Strongly Agree","8","7","8","4","Strongly Agree","6","7"
1695,8,7,7,5,8,8,8,8,9,9,9,9,9,4,"Italian","No","Not employed","College diploma","Divorced, not living with a life partner","Male","75 to 84","$60000 to $69999",1,"Yes","8","7","7","5","8","8","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1696,9,7,5,6,9,7,6,9,9,9,6,8,9,5,"English","No","Fully employed","Bachelor's degree","Single, never married, not living with a life partner","Female","85 to 94","$50000 to $59999",1,"Yes","Strongly Agree","7","5","6","Strongly Agree","7","6","Strongly Agree","Strongly Agree","Strongly Agree","6","8"
1697,8,6,7,3,7,5,8,9,9,9,9,9,4,6,"English","No","Not employed","College diploma","Living common law","Female","24 or younger","$40000 to $49999",0,"No","8","6","7","3","7","5","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1698,8,9,7,4,9,9,7,6,9,5,9,7,7,6,"French","No",NA,"High school diploma or certificate","Living common law",NA,"65 to 74","$40000 to $49999",0,"No","8","Strongly Agree","7","4","Strongly Agree","Strongly Agree","7","6","Strongly Agree","5","Strongly Agree","7"
1699,8,7,5,7,9,9,9,9,9,6,7,7,8,9,"English","Yes","Employed part-time","Bachelor's degree","Married","Female","55 to 64","$60000 to $69999",1,"Yes","8","7","5","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","6","7","7"
1700,9,9,9,9,8,8,7,9,9,9,9,9,9,9,"French","No","Fully employed","Bachelor's degree","Married","Female","75 to 84","$30000 to $39999",1,"Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1701,9,7,8,8,8,7,6,8,9,6,9,6,8,6,"Spanish","No","Not employed","Master's degree","Single, never married, not living with a life partner","Male","35 to 44","Less than $20,000",1,"Yes","Strongly Agree","7","8","8","8","7","6","8","Strongly Agree","6","Strongly Agree","6"
1702,8,4,5,4,7,5,6,4,7,7,7,5,6,6,NA,"No","Fully employed","Bachelor's degree","Single, never married, not living with a life partner","Female","35 to 44","$90000 to $99999",1,"Yes","8","4","5","4","7","5","6","4","7","7","7","5"
1703,9,9,6,8,9,9,8,9,9,9,9,6,9,9,"French","No","Employed part-time","No certificate, diploma or degree","Single, never married, not living with a life partner","Male","24 or younger","$200,000 or more",1,"Yes","Strongly Agree","Strongly Agree","6","8","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","6"
1704,9,9,9,9,7,9,6,8,8,9,9,9,9,8,"English","No","Not employed","No certificate, diploma or degree","Living common law",NA,"75 to 84","$20000 to $29999",1,"Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","6","8","8","Strongly Agree","Strongly Agree","Strongly Agree"
1705,4,4,9,9,9,9,9,9,7,9,9,9,9,7,"English","No",NA,"No certificate, diploma or degree","Married","Female","55 to 64","$100000 to $149999",0,"No","4","4","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree"
1706,9,9,9,7,9,8,8,9,9,9,9,9,9,9,NA,"No","Employed part-time","trades certificate","Divorced, not living with a life partner","Female",NA,"$20000 to $29999",1,"Yes","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1707,8,8,8,3,8,8,7,8,9,9,9,9,6,9,"Spanish","No","Not employed","High school diploma or certificate","Married","Male","55 to 64","$40000 to $49999",1,"Yes","8","8","8","3","8","8","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1708,9,9,7,5,9,9,7,7,9,9,9,9,9,7,"English","Yes","Fully employed","High school diploma or certificate","Living common law","Female","55 to 64","$30000 to $39999",1,"Yes","Strongly Agree","Strongly Agree","7","5","Strongly Agree","Strongly Agree","7","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1709,7,7,8,8,9,9,5,8,9,8,9,9,9,7,"English","No","Not employed","No certificate, diploma or degree","Married","Male","55 to 64","$50000 to $59999",1,"Yes","7","7","8","8","Strongly Agree","Strongly Agree","5","8","Strongly Agree","8","Strongly Agree","Strongly Agree"
1710,8,6,9,6,8,9,5,9,9,9,9,9,9,7,"Spanish","No","Employed part-time","High school diploma or certificate","Married","Female","55 to 64","$20000 to $29999",1,"Yes","8","6","Strongly Agree","6","8","Strongly Agree","5","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1711,9,9,9,9,9,9,8,9,9,9,9,9,9,9,"English","No","Employed part-time","College diploma","Divorced, not living with a life partner","Female","24 or younger","$50000 to $59999",1,"Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1712,9,4,7,7,9,8,9,6,9,9,9,9,6,7,"English","No","Employed part-time","No certificate, diploma or degree","Married","Male","65 to 74","$90000 to $99999",1,"Yes","Strongly Agree","4","7","7","Strongly Agree","8","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1713,7,9,8,9,8,9,9,9,7,7,7,6,9,9,"English","No","Fully employed","High school diploma or certificate","Married","Female","25 to 34","$175,000 to $199,999,",1,"Yes","7","Strongly Agree","8","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","7","7","7","6"
1714,9,6,8,5,7,5,5,9,8,7,7,5,9,4,NA,"No","Not employed","Master's degree","Living common law","Male","75 to 84","Less than $20,000",0,"No","Strongly Agree","6","8","5","7","5","5","Strongly Agree","8","7","7","5"
1715,9,8,5,7,8,9,8,9,9,9,9,9,9,7,"Spanish","No","Employed part-time","Master's degree","Living common law","Male","24 or younger","$40000 to $49999",0,"No","Strongly Agree","8","5","7","8","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1716,9,8,8,8,7,9,9,9,9,9,9,9,9,7,"English","No","Employed part-time","High school diploma or certificate","Single, never married, not living with a life partner","Female","65 to 74","$150,000 to $174,999",1,"Yes","Strongly Agree","8","8","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1717,8,7,5,8,9,9,6,9,9,8,8,9,8,6,"Italian",NA,"Not employed","trades certificate","Living common law","Female","85 to 94","$20000 to $29999",0,"No","8","7","5","8","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree","8","8","Strongly Agree"
1718,9,7,8,4,8,9,8,4,9,9,9,9,9,6,"English","No","Fully employed","High school diploma or certificate","Living common law","Female","55 to 64","$20000 to $29999",1,"Yes","Strongly Agree","7","8","4","8","Strongly Agree","8","4","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1719,9,8,9,9,9,9,9,9,9,9,9,9,8,9,NA,"Yes","Fully employed","No certificate, diploma or degree","Living common law",NA,"55 to 64","$40000 to $49999",1,"Yes","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1720,6,5,7,5,9,9,6,8,9,8,7,9,7,3,"English","Yes","Employed part-time","trades certificate","Living common law","Female",NA,"$20000 to $29999",0,"No","6","5","7","5","Strongly Agree","Strongly Agree","6","8","Strongly Agree","8","7","Strongly Agree"
1721,7,6,8,6,7,4,4,7,9,9,9,9,8,4,"Spanish","No","Not employed","trades certificate","Single, never married, not living with a life partner","Female",NA,"$70000 to $79999",0,"No","7","6","8","6","7","4","4","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1722,9,7,8,9,9,7,6,6,9,8,6,6,8,8,"English","No","Employed part-time","No certificate, diploma or degree","Single, never married, not living with a life partner","Female",NA,"$70000 to $79999",1,"Yes","Strongly Agree","7","8","Strongly Agree","Strongly Agree","7","6","6","Strongly Agree","8","6","6"
1723,7,9,8,8,9,9,9,9,9,9,9,9,9,9,"Spanish","No","Employed part-time","trades certificate","Living common law","Female","55 to 64","$90000 to $99999",1,"Yes","7","Strongly Agree","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1724,9,9,6,9,9,9,9,9,9,9,9,9,9,9,"English","No","Employed part-time","High school diploma or certificate","Living common law","Male","65 to 74","$60000 to $69999",1,"Yes","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1725,7,7,8,3,8,6,8,9,9,6,9,8,5,9,NA,"No","Employed part-time","trades certificate","Living common law",NA,"45 to 54",NA,1,"Yes","7","7","8","3","8","6","8","Strongly Agree","Strongly Agree","6","Strongly Agree","8"
1726,9,9,7,7,9,7,7,7,9,9,9,9,9,5,"English","Yes","Fully employed","No certificate, diploma or degree","Married","Female","75 to 84","$200,000 or more",0,"No","Strongly Agree","Strongly Agree","7","7","Strongly Agree","7","7","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1727,9,9,8,9,9,9,9,9,9,9,9,9,9,8,"English","No","Not employed","Bachelor's degree","Living common law","Male","75 to 84","$70000 to $79999",1,"Yes","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1728,9,7,4,9,7,9,5,8,9,8,9,8,8,6,"Italian","No","Fully employed","College diploma","Divorced, not living with a life partner","Male","55 to 64","$30000 to $39999",1,"Yes","Strongly Agree","7","4","Strongly Agree","7","Strongly Agree","5","8","Strongly Agree","8","Strongly Agree","8"
1729,9,9,9,8,9,9,9,9,8,9,9,9,9,9,"French","No",NA,"Bachelor's degree",NA,"Female","45 to 54",NA,1,"Yes","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
1730,9,6,6,6,9,9,8,9,9,9,8,8,9,9,"English","No","Fully employed","High school diploma or certificate","Single, never married, not living with a life partner","Female",NA,"$60000 to $69999",1,"Yes","Strongly Agree","6","6","6","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","8","8"
1731,9,6,5,8,7,6,8,9,9,7,8,9,9,9,"English","No","Fully employed","No certificate, diploma or degree","Separated, not living with a life partner","Female","24 or younger","$30000 to $39999",0,"No","Strongly Agree","6","5","8","7","6","8","Strongly Agree","Strongly Agree","7","8","Strongly Agree"
1732,6,4,3,5,7,7,5,4,9,9,8,9,6,4,"English","Yes","Not employed",NA,"Married","Male","75 to 84","$50000 to $59999",0,"No","6","4","3","5","7","7","5","4","Strongly Agree","Strongly Agree","8","Strongly Agree"
1733,9,9,5,7,9,9,6,9,9,9,7,8,9,8,"English","Yes","Fully employed","College diploma","Married","Female","45 to 54","$50000 to $59999",0,"No","Strongly Agree","Strongly Agree","5","7","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","7","8"
1734,9,7,9,9,9,9,8,9,9,9,9,9,9,9,"English","No","Not employed","High school diploma or certificate","Married","Female","75 to 84","$30000 to $39999",1,"Yes","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1735,9,6,6,7,9,7,8,5,9,9,9,9,9,5,"English","No","Fully employed","trades certificate","Married","Male",NA,NA,1,"Yes","Strongly Agree","6","6","7","Strongly Agree","7","8","5","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1736,8,8,6,6,7,9,8,9,7,9,8,9,7,8,"English","No","Not employed","University certificate below bachelor level","Single, never married, not living with a life partner","Male","35 to 44",NA,0,"No","8","8","6","6","7","Strongly Agree","8","Strongly Agree","7","Strongly Agree","8","Strongly Agree"
