"RID","ClustSeg","Easy_Reservation","Preferred_Seats","Flight_Options","Ticket_Prices","Seat_Comfort","Seat_Roominess","Overhead_Storage","Clean_Aircraft","Courtesy","Friendliness","Helpfulness","Service","Satisfaction","Recommend","Language","Smoker","Employment","Education","Marital","Sex","Age","Income","FlyAgain","FlyAgain2","Easy_Reservation.1","Preferred_Seats.1","Flight_Options.1","Ticket_Prices.1","Seat_Comfort.1","Seat_Roominess.1","Overhead_Storage.1","Clean_Aircraft.1","Courtesy.1","Friendliness.1","Helpfulness.1","Service.1"
1430,"Seg1",9,7,7,5,5,7,5,5,7,9,7,8,8,7,"English","No","Fully employed","No certificate, diploma or degree","Living common law","Female",,"$50000 to $59999","0","No","Strongly Agree","7","7","5","5","7","5","5","7","Strongly Agree","7","8"
1431,"Seg6",9,7,8,7,9,8,7,6,8,9,9,9,9,7,"French","No","Fully employed","trades certificate","Living common law","Male","35 to 44",,"1","Yes","Strongly Agree","7","8","7","Strongly Agree","8","7","6","8","Strongly Agree","Strongly Agree","Strongly Agree"
1432,"Seg8",9,5,8,7,8,7,6,9,6,8,7,5,8,8,"Italian","No","Not employed","No certificate, diploma or degree","Living common law",,"45 to 54","$60000 to $69999","0","No","Strongly Agree","5","8","7","8","7","6","Strongly Agree","6","8","7","5"
1433,"Seg8",9,7,7,5,9,6,5,5,8,5,5,6,9,7,"English","No","Not employed",,"Living common law","Male","55 to 64","$30000 to $39999","0","No","Strongly Agree","7","7","5","Strongly Agree","6","5","5","8","5","5","6"
1434,"Seg6",9,8,9,6,8,8,7,8,9,9,8,9,8,6,"French","No","Not employed","Earned doctorate","Married",,"75 to 84","$60000 to $69999","1","Yes","Strongly Agree","8","Strongly Agree","6","8","8","7","8","Strongly Agree","Strongly Agree","8","Strongly Agree"
1435,"Seg1",9,9,8,6,6,7,6,5,9,9,9,8,7,7,"English",,"Not employed","No certificate, diploma or degree","Living common law","Male","75 to 84","$50000 to $59999","0","No","Strongly Agree","Strongly Agree","8","6","6","7","6","5","Strongly Agree","Strongly Agree","Strongly Agree","8"
1436,"Seg6",8,9,7,7,9,9,9,9,9,9,9,9,9,7,"English","No",,"Bachelor's degree","Living common law","Female","45 to 54","$175,000 to $199,999,","1","Yes","8","Strongly Agree","7","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1437,"Seg1",9,9,7,6,7,6,4,9,9,8,6,8,8,6,"English","No","Not employed","High school diploma or certificate","Married","Female","65 to 74","$40000 to $49999","0","No","Strongly Agree","Strongly Agree","7","6","7","6","4","Strongly Agree","Strongly Agree","8","6","8"
1438,"Seg6",8,8,7,9,9,8,7,9,9,9,8,9,8,8,"English","Yes","Not employed","No certificate, diploma or degree","Divorced, not living with a life partner","Female","45 to 54","$200,000 or more","1","Yes","8","8","7","Strongly Agree","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree"
1439,"Seg3",9,7,4,7,9,8,9,9,9,9,7,7,9,8,"French","No","Employed part-time","College diploma","Divorced, not living with a life partner","Male","55 to 64","$150,000 to $174,999","1","Yes","Strongly Agree","7","4","7","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","7"
1440,"Seg3",9,4,9,5,9,8,8,9,9,8,9,9,9,9,"Spanish","No","Not employed","Master's degree","Widowed","Male","75 to 84","$30000 to $39999","1","Yes","Strongly Agree","4","Strongly Agree","5","Strongly Agree","8","8","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree"
1441,"Seg1",9,7,9,9,8,6,7,7,9,8,9,9,9,7,"Spanish","No","Employed part-time","High school diploma or certificate","Living common law","Male","35 to 44","$70000 to $79999","1","Yes","Strongly Agree","7","Strongly Agree","Strongly Agree","8","6","7","7","Strongly Agree","8","Strongly Agree","Strongly Agree"
1442,"Seg8",9,9,9,7,7,5,5,6,6,5,7,7,9,8,"Spanish",,,"No certificate, diploma or degree","Married","Female","75 to 84","$80000 to $89999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","7","7","5","5","6","6","5","7","7"
1443,"Seg8",9,8,9,7,8,5,9,7,8,9,8,6,9,7,"English","No","Fully employed","trades certificate","Living common law","Male","85 to 94","$20000 to $29999","1","Yes","Strongly Agree","8","Strongly Agree","7","8","5","Strongly Agree","7","8","Strongly Agree","8","6"
1444,"Seg1",9,9,7,6,7,8,6,6,9,9,9,9,9,8,,"No","Employed part-time","High school diploma or certificate","Living common law","Female",,"$40000 to $49999","1","Yes","Strongly Agree","Strongly Agree","7","6","7","8","6","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1445,"Seg3",7,7,4,7,9,8,8,8,9,8,9,8,9,8,,,"Fully employed","Bachelor's degree","Married","Male","85 to 94","$175,000 to $199,999,","1","Yes","7","7","4","7","Strongly Agree","8","8","8","Strongly Agree","8","Strongly Agree","8"
1446,"Seg4",9,9,9,6,5,5,6,3,7,9,6,5,6,6,"English","No","Not employed","University certificate below bachelor level","Separated, not living with a life partner","Female","75 to 84","$40000 to $49999","0","No","Strongly Agree","Strongly Agree","Strongly Agree","6","5","5","6","3","7","Strongly Agree","6","5"
1447,"Seg6",9,8,9,9,9,9,8,9,9,9,9,9,9,7,"English","Yes","Employed part-time","Bachelor's degree","Married","Male","65 to 74","$50000 to $59999","1","Yes","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1448,"Seg8",9,6,9,6,9,4,6,9,9,6,6,9,8,7,,"No",,"No certificate, diploma or degree","Divorced, not living with a life partner","Female","65 to 74","$175,000 to $199,999,","1","Yes","Strongly Agree","6","Strongly Agree","6","Strongly Agree","4","6","Strongly Agree","Strongly Agree","6","6","Strongly Agree"
1449,"Seg3",9,8,6,6,9,8,6,8,9,9,9,9,8,6,,"No","Employed part-time",,"Living common law","Female","55 to 64","$60000 to $69999","1","Yes","Strongly Agree","8","6","6","Strongly Agree","8","6","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1450,"Seg3",9,8,5,7,9,9,9,9,9,9,9,9,9,9,"English","No","Fully employed","High school diploma or certificate","Married","Female","65 to 74","$60000 to $69999","1","Yes","Strongly Agree","8","5","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1451,"Seg6",9,9,9,9,9,8,9,9,9,9,9,8,9,9,"Spanish","No","Employed part-time","College diploma","Living common law","Male","65 to 74","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8"
1452,"Seg8",7,6,6,8,9,8,5,9,9,9,8,5,8,9,"English","No","Fully employed","Bachelor's degree","Married","Female","65 to 74","$150,000 to $174,999","0","No","7","6","6","8","Strongly Agree","8","5","Strongly Agree","Strongly Agree","Strongly Agree","8","5"
1453,"Seg8",9,8,9,5,7,6,4,6,7,5,6,5,8,7,"French","No","Employed part-time","College diploma","Single, never married, not living with a life partner","Female","25 to 34","$30000 to $39999","0","No","Strongly Agree","8","Strongly Agree","5","7","6","4","6","7","5","6","5"
1454,"Seg1",9,8,9,6,7,7,6,9,9,9,9,9,9,7,"English",,"Employed part-time","Bachelor's degree","Married","Male","45 to 54","$60000 to $69999","1","Yes","Strongly Agree","8","Strongly Agree","6","7","7","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1455,"Seg3",9,7,7,8,9,9,9,9,9,9,9,9,9,6,"Spanish","No","Fully employed","High school diploma or certificate","Married","Female","65 to 74","$60000 to $69999","1","Yes","Strongly Agree","7","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1456,"Seg6",9,9,6,9,9,9,9,9,9,9,9,8,9,9,"English","Yes","Fully employed","High school diploma or certificate","Living common law","Male","55 to 64","$40000 to $49999","1","Yes","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8"
1457,"Seg1",9,6,8,9,8,8,6,8,9,9,8,9,7,4,"English",,"Employed part-time","trades certificate","Divorced, not living with a life partner","Female","25 to 34","$60000 to $69999","1","Yes","Strongly Agree","6","8","Strongly Agree","8","8","6","8","Strongly Agree","Strongly Agree","8","Strongly Agree"
1458,"Seg8",9,8,8,8,7,8,7,7,9,9,7,8,8,7,"English","Yes",,"No certificate, diploma or degree","Married","Female","45 to 54","$60000 to $69999","0","No","Strongly Agree","8","8","8","7","8","7","7","Strongly Agree","Strongly Agree","7","8"
1459,"Seg4",7,6,4,7,4,7,5,5,9,9,6,7,7,7,"French","No","Not employed","trades certificate","Married","Male","24 or younger","$20000 to $29999","0","No","7","6","4","7","4","7","5","5","Strongly Agree","Strongly Agree","6","7"
1460,"Seg6",9,9,5,9,9,7,7,8,9,9,9,9,8,9,"Spanish","No","Employed part-time","No certificate, diploma or degree","Single, never married, not living with a life partner","Male","45 to 54","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","5","Strongly Agree","Strongly Agree","7","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1461,"Seg6",9,7,8,6,9,6,8,8,6,9,8,9,9,9,"Spanish","No","Not employed","No certificate, diploma or degree","Married","Female","65 to 74","$60000 to $69999","1","Yes","Strongly Agree","7","8","6","Strongly Agree","6","8","8","6","Strongly Agree","8","Strongly Agree"
1462,"Seg6",9,9,9,9,9,7,8,6,9,9,9,9,9,7,"Spanish","No","Not employed","High school diploma or certificate","Living common law","Male","65 to 74","$40000 to $49999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","8","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1463,"Seg7",9,6,3,4,8,9,9,4,8,7,7,9,8,2,"Spanish","No","Not employed",,"Living common law","Female","55 to 64","$30000 to $39999","0","No","Strongly Agree","6","3","4","8","Strongly Agree","Strongly Agree","4","8","7","7","Strongly Agree"
1464,"Seg6",9,8,9,5,9,7,9,9,9,9,9,9,9,7,"English","No","Employed part-time","trades certificate","Married","Female","55 to 64","$40000 to $49999","1","Yes","Strongly Agree","8","Strongly Agree","5","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1465,"Seg3",8,7,6,8,9,9,9,9,8,9,9,9,9,7,"Spanish","No","Employed part-time","No certificate, diploma or degree","Married","Female",,"$50000 to $59999","1","Yes","8","7","6","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
1466,"Seg6",9,8,9,8,9,8,7,9,9,9,9,8,9,8,"English","Yes","Not employed","No certificate, diploma or degree","Widowed","Female","24 or younger","$40000 to $49999","1","Yes","Strongly Agree","8","Strongly Agree","8","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8"
1467,"Seg7",9,6,6,5,6,8,7,7,9,9,9,7,9,6,"English",,"Not employed","No certificate, diploma or degree","Married","Female","65 to 74","$50000 to $59999","0","No","Strongly Agree","6","6","5","6","8","7","7","Strongly Agree","Strongly Agree","Strongly Agree","7"
1468,"Seg3",9,8,6,7,9,9,9,9,9,8,9,6,8,9,"Spanish","No","Employed part-time","No certificate, diploma or degree","Widowed","Male","75 to 84","$30000 to $39999","0","No","Strongly Agree","8","6","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","6"
1469,"Seg8",9,9,9,7,7,8,7,7,7,6,7,9,6,3,"Italian","No","Not employed","Bachelor's degree","Living common law","Female","55 to 64","$60000 to $69999","0","No","Strongly Agree","Strongly Agree","Strongly Agree","7","7","8","7","7","7","6","7","Strongly Agree"
1470,"Seg6",9,7,7,7,9,9,9,9,9,9,9,9,9,9,,"No","Not employed","No certificate, diploma or degree","Married","Male","45 to 54",,"1","Yes","Strongly Agree","7","7","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1471,"Seg4",6,5,7,3,8,7,6,9,8,6,7,5,7,8,"English","No","Employed part-time","College diploma","Living common law","Female","24 or younger","$20000 to $29999","0","No","6","5","7","3","8","7","6","Strongly Agree","8","6","7","5"
1472,"Seg6",7,9,8,8,9,5,9,9,9,9,9,9,8,8,"English","No","Fully employed","University certificate below bachelor level",,"Female","35 to 44",,"1","Yes","7","Strongly Agree","8","8","Strongly Agree","5","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1473,"Seg6",9,9,7,6,7,9,9,6,9,9,9,9,9,8,"English",,"Not employed","No certificate, diploma or degree","Divorced, not living with a life partner","Male","24 or younger","$60000 to $69999","1","Yes","Strongly Agree","Strongly Agree","7","6","7","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1474,"Seg7",6,7,3,7,9,6,6,9,9,8,9,9,8,7,"English","No","Not employed","trades certificate","Married","Female","55 to 64","$60000 to $69999","1","Yes","6","7","3","7","Strongly Agree","6","6","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree"
1475,"Seg6",8,8,9,9,9,8,7,9,9,9,9,9,9,9,"English","Yes","Employed part-time","trades certificate","Married","Male","65 to 74","$50000 to $59999","1","Yes","8","8","Strongly Agree","Strongly Agree","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1476,"Seg1",8,6,6,7,8,5,5,8,9,9,8,9,8,8,"English","No","Fully employed","High school diploma or certificate","Married","Female","45 to 54","$40000 to $49999","0","No","8","6","6","7","8","5","5","8","Strongly Agree","Strongly Agree","8","Strongly Agree"
1477,"Seg3",9,6,7,7,6,8,7,9,9,9,9,9,9,6,"English","Yes","Fully employed","High school diploma or certificate","Married","Female","35 to 44","$70000 to $79999","1","Yes","Strongly Agree","6","7","7","6","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1478,"Seg3",9,7,5,9,9,9,9,9,8,9,9,9,9,6,"Italian","No","Not employed","High school diploma or certificate","Married","Male","55 to 64","Less than $20,000","1","Yes","Strongly Agree","7","5","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
1479,"Seg6",9,8,9,9,9,9,9,9,9,9,9,9,9,9,"English",,"Not employed",,"Living common law","Female","45 to 54",,"0","No","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1480,"Seg6",8,8,8,9,6,7,9,6,9,9,8,8,7,8,"English","No","Employed part-time",,"Single, never married, not living with a life partner","Male","75 to 84",,"1","Yes","8","8","8","Strongly Agree","6","7","Strongly Agree","6","Strongly Agree","Strongly Agree","8","8"
1481,"Seg1",9,6,5,7,6,4,7,8,5,5,9,9,7,6,"English","No","Not employed","College diploma","Living common law","Male","35 to 44","$20000 to $29999","0","No","Strongly Agree","6","5","7","6","4","7","8","5","5","Strongly Agree","Strongly Agree"
1482,"Seg3",6,5,3,8,9,9,9,8,9,9,9,9,8,8,"English","No","Fully employed","No certificate, diploma or degree","Married","Male",,"$90000 to $99999","0","No","6","5","3","8","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1483,"Seg7",8,6,6,6,9,5,7,9,9,8,9,9,7,7,"English","No","Not employed","Bachelor's degree","Married","Male","45 to 54","$40000 to $49999","1","Yes","8","6","6","6","Strongly Agree","5","7","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree"
1484,"Seg3",8,7,8,6,8,8,7,8,9,9,9,9,9,8,"English","No","Employed part-time","trades certificate",,"Male","45 to 54","$80000 to $89999","1","Yes","8","7","8","6","8","8","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1485,"Seg6",9,9,8,7,9,9,7,5,9,9,9,9,7,9,"Spanish",,"Fully employed","No certificate, diploma or degree","Living common law","Male","35 to 44","$60000 to $69999","1","Yes","Strongly Agree","Strongly Agree","8","7","Strongly Agree","Strongly Agree","7","5","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1486,"Seg7",6,8,6,3,8,7,8,6,9,9,7,7,9,8,"English","No","Not employed","College diploma","Divorced, not living with a life partner","Female","24 or younger","$80000 to $89999","0","No","6","8","6","3","8","7","8","6","Strongly Agree","Strongly Agree","7","7"
1487,"Seg6",9,9,9,8,9,9,7,9,9,9,9,9,9,6,"French","No","Employed part-time","High school diploma or certificate","Married","Male","75 to 84","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1488,"Seg6",9,8,8,6,8,8,8,8,9,8,7,9,9,8,"English","No","Employed part-time","High school diploma or certificate","Living common law","Female",,"Less than $20,000","1","Yes","Strongly Agree","8","8","6","8","8","8","8","Strongly Agree","8","7","Strongly Agree"
1489,"Seg6",9,6,8,8,9,9,7,9,9,9,9,9,8,9,"English","No","Employed part-time","trades certificate","Single, never married, not living with a life partner","Male","55 to 64","$50000 to $59999","1","Yes","Strongly Agree","6","8","8","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1490,"Seg8",9,9,6,7,9,9,8,8,9,9,6,7,6,8,"English","No","Employed part-time","Bachelor's degree","Married","Female","45 to 54","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","6","7","Strongly Agree","Strongly Agree","8","8","Strongly Agree","Strongly Agree","6","7"
1491,"Seg3",9,6,6,7,6,9,9,8,6,8,8,8,7,6,"Spanish",,"Not employed","trades certificate","Married","Female","24 or younger","$30000 to $39999","0","No","Strongly Agree","6","6","7","6","Strongly Agree","Strongly Agree","8","6","8","8","8"
1492,"Seg4",9,4,7,7,6,5,6,4,7,9,6,7,5,5,,"No","Employed part-time","High school diploma or certificate","Married","Male","85 to 94","$175,000 to $199,999,","0","No","Strongly Agree","4","7","7","6","5","6","4","7","Strongly Agree","6","7"
1493,"Seg8",9,6,9,7,9,8,7,9,6,9,8,6,9,8,"Spanish","Yes","Employed part-time","Master's degree","Divorced, not living with a life partner","Female","65 to 74","$20000 to $29999","1","Yes","Strongly Agree","6","Strongly Agree","7","Strongly Agree","8","7","Strongly Agree","6","Strongly Agree","8","6"
